"state","city","pop","aland_sqmi","density","n","pred","times"
"NJ","Hawthorne",18753,3.318,5649.5683108,2,5.1846820197897,0.385751718690961
"NJ","Riverdale",4135,2.026,2040.746011,1,2.59274648413228,0.385691391780895
"MN","Rush City",3218,4.25,755.54107608,1,2.5929095328389,0.385667138531104
"OH","North Baltimore",3545,2.52,1434.8847381,1,2.59400978982669,0.385503556664222
"NC","Davidson",13054,6.295,2187.4890157,2,5.1897582985955,0.38537440183703
"MN","Montrose",3317,3.079,1092.4492351,1,2.59602220856356,0.38520471693242
"NY","Mamaroneck",19131,3.209,6035.527387,2,5.19357843109735,0.385090940000962
"OK","Wewoka",3224,4.84,668.27728318,1,2.59721327040747,0.385028065039538
"MO","Cassville",3290,3.423,961.26358843,1,2.59766160367009,0.38496161262389
"GA","Social Circle",4544,14.576,311.75227222,1,2.59843988391065,0.384846309584427
"MI","Corunna",3344,3.182,1052.3372677,1,2.59999293891743,0.384616429157063
"VA","West Point",3257,5.051,644.8820301,1,2.60158760342193,0.38438067535557
"AL","Union Springs",3410,6.63,514.5078187,1,2.60459881932963,0.383936287069875
"NC","Red Springs",3302,3.5,943.29891275,1,2.6051835847484,0.383850107859702
"MN","Marshall",13487,10.217,1320.1060145,2,5.21163555970458,0.383756687720768
"NJ","Sayreville",44173,15.83,2790.4868116,4,10.4236162895764,0.383743979908393
"MN","Norwood Young America",3769,2.387,1578.6487894,1,2.60630190441452,0.383685404329489
"SC","Mauldin",25409,11.842,2330.0216298,3,7.82590373717853,0.383342307898306
"GA","Cuthbert",3417,3.046,1121.9828918,1,2.6090236302479,0.383285144835957
"GA","Gray",3274,3.937,832.27428355,1,2.61179348938767,0.382878663287596
"GA","Alma",3380,6.092,554.59137674,1,2.61459599959909,0.382468266666565
"NC","Lewisville",14228,14.453,989.43670906,2,5.23621843990064,0.381955035481284
"TN","Newbern",3292,4.534,726.03609829,1,2.62108491159553,0.38152140572633
"WI","Waterloo",3333,3.794,874.76576496,1,2.62228476296961,0.381346836972637
"TX","Grand Prairie",194543,72.567,2692.4558734,10,26.2718501712673,0.380635544691736
"GA","Ocilla",3732,2.545,1466.3345208,1,2.62813092006028,0.380498548366481
"MN","Circle Pines",4938,1.748,2824.8279991,1,2.62896018044369,0.380378526627677
"UT","Mount Pleasant",3530,2.93,1204.6228841,1,2.62940411140423,0.380314306067602
"IA","New Hampton",3406,3.352,1016.0793292,1,2.62965081908333,0.380278625870408
"IL","Red Bud",3480,2.623,1411.4479906,1,2.63398053973381,0.379653526256143
"TX","Addison",16263,4.353,3736.0957252,2,5.27202378689778,0.379360959062907
"IN","Chandler",3318,2.914,1222.9684211,1,2.63722151417491,0.379186956660659
"TN","Oliver Springs",3414,5.775,591.21973071,1,2.63931006941035,0.378886896083191
"MN","Zumbrota",3501,2.823,1281.9342717,1,2.64127133943539,0.378605554480353
"NE","Cozad",3735,2.616,1427.8438825,1,2.64135498406152,0.378593565058164
"NY","Port Chester",29163,2.328,12513.410223,2,5.28292552461877,0.378578117499456
"MO","Moscow Mills",3496,3.16,1108.3831452,1,2.64440412146359,0.378157026712896
"TN","Collierville",51040,36.316,1409.859905,4,10.5788285999582,0.378113697769506
"OH","Coldwater",4562,1.939,2350.2515256,1,2.64481106656582,0.378098841403617
"IA","Eagle Grove",3406,4.072,828.20697074,1,2.64651265842054,0.377855740390378
"AR","Paris",3365,4.568,737.81616882,1,2.64847424687897,0.377575882105867
"LA","Lake Providence",3429,3.595,954.20863904,1,2.65077530065798,0.377248120484516
"SC","Pendleton",3285,4.743,712.78394055,1,2.65084327429654,0.377238446986411
"MI","Negaunee",4525,13.444,336.5820094,1,2.6523576283306,0.377023064053924
"MS","D'Iberville",14012,10.563,1325.0686709,2,5.31388261670825,0.376372634523667
"WI","Waunakee",14052,7.17,1972.275668,2,5.31775956233327,0.376098237717702
"NC","Stanley",3762,2.696,1395.5536169,1,2.66139566979351,0.375742701977713
"NJ","Fair Haven",5736,1.593,3599.6774401,1,2.66284388691553,0.375538350150273
"NY","Waverly",4115,2.284,1804.3300703,1,2.66444282359952,0.375312988945679
"WA","SeaTac",29044,10.064,2885.8429411,3,7.99540891001554,0.375215330918475
"MO","Sikeston",16023,17.139,895.06649687,2,5.33179973148836,0.375107862395594
"OK","Pawhuska",3415,3.694,940.15909813,1,2.66865047929214,0.374721233732059
"MO","El Dorado Springs",3612,3.082,1171.9280861,1,2.66901405395376,0.37467018898557
"OK","Chickasha",16431,22.397,745.72040687,2,5.3404152475193,0.37450271323546
"MS","Leakesville",894,6.283,565.13146019,1,2.67126168139773,0.374354937580189
"IA","Robins",3537,5.975,589.30523258,1,2.67176332407806,0.374284649762182
"NE","Gothenburg",3448,3.632,961.92476152,1,2.67249797848963,0.374181761052315
"TX","Groves",15480,5.181,2992.1975296,2,5.34517978206699,0.374168892636685
"SC","Blythewood",4150,10.629,390.44805998,1,2.67278000821245,0.374142277676193
"OK","Hobart",3427,3.362,1054.638701,1,2.6730046315455,0.374110836995375
"SD","Aberdeen",28257,16.517,1761.888794,3,8.01963767746706,0.374081737935513
"TX","Presidio",3894,2.575,1512.4623095,1,2.67449976158502,0.373901697193407
"NE","Waverly",4075,2.38,1711.8400827,1,2.67718216974888,0.373527065621313
"GA","Pelham",3466,4.078,850.02913236,1,2.6779258483525,0.373423334561416
"MN","Eveleth",3569,6.315,565.93712019,1,2.67854624362975,0.373336843587543
"KS","Scott City",3748,2.713,1410.7444942,1,2.68095046797778,0.373002042351902
"SC","Saluda",3605,3.249,1109.7003589,1,2.68225876309822,0.372820107350463
"TX","Anna",15000,16.445,934.71433987,2,5.37465811100769,0.372116692576939
"IL","Sparta",4273,11.17,382.53904648,1,2.68738529536223,0.372108905159879
"NC","Eden",14886,14.198,1048.5572911,2,5.37777874028411,0.371900759884059
"MN","Melrose",3656,3.174,1151.7424144,1,2.69038346271726,0.371694226439382
"CA","Inglewood",108151,9.067,11926.698298,6,16.1593352461906,0.37130240251773
"OK","Nowata",3552,3.405,1059.2825975,1,2.69438187953553,0.371142638538077
"NC","Roanoke Rapids",14320,9.913,1444.5677418,2,5.39354699127191,0.370813493093968
"VT","Winooski",7333,1.404,5113.6471224,1,2.69762235512488,0.370696809395957
"KY","West Liberty",3520,4.904,717.78384157,1,2.69787531013883,0.370662052557403
"IN","Berne",4247,2.313,1836.4228771,1,2.69995284106054,0.370376839473686
"PA","Ambridge",6601,1.487,4441.4562293,1,2.70028168925856,0.370331733899428
"IL","Coal Valley",3723,3.112,1196.4043969,1,2.70371964018583,0.369860833622257
"AR","McGehee",3683,6.656,553.3661243,1,2.70486713343377,0.3697039265402
"NY","Hamilton",4092,2.494,1641.0332518,1,2.70665278891995,0.369460022391359
"NC","Pleasant Garden",4932,15.027,328.30272681,1,2.70811191844542,0.369260957491759
"TX","Liberty",9314,44.521,209.37424826,1,2.71392565418508,0.36846993153918
"GA","Vienna",3549,5.549,649.3328427,1,2.71451902950572,0.368389386528666
"OR","Coquille",3938,2.764,1422.9021741,1,2.71617624347523,0.368164622013093
"TN","Camden",3632,5.677,637.89831641,1,2.71749335242999,0.367986180759485
"NC","Hudson",3709,3.658,993.71466385,1,2.71776771900455,0.367949031481717
"IA","Albia",3681,3.232,1155.2753562,1,2.71815335122043,0.367896829496763
"IN","Paoli",3627,3.739,969.98658338,1,2.71899147415824,0.367783426135819
"NM","Peralta",3584,4.443,806.62737498,1,2.72135669884689,0.367463772912873
"MO","Carthage",14746,11.649,1265.7528013,2,5.44538497763406,0.367283490187496
"TX","Wills Point",3651,3.665,996.07588342,1,2.72292494724106,0.367252134882832
"MN","Perham",3645,3.577,1026.6097618,1,2.72484187867639,0.366993772308636
"TX","Argyle",4381,11.557,384.09151481,1,2.72529719752463,0.366932458195125
"KS","Beloit",3625,3.917,925.5609904,1,2.72532862523139,0.366928226835432
"NJ","Madison",17654,4.313,4092.8410135,2,5.45215186184466,0.366827639926252
"FL","Chipley",3608,4.245,850.00234261,1,2.7274451209688,0.366643490756946
"NY","Ellenville",4014,8.693,461.74664377,1,2.72801797958475,0.36656649900534
"PA","Brookville",3791,3.146,1208.1151894,1,2.72899143715868,0.366435741198646
"IN","Austin",4118,2.664,1520.4575903,1,2.72923716389405,0.366402749174502
"MO","Palmyra",3599,3.103,1231.4824891,1,2.73028052272873,0.366262730761661
"LA","Bunkie",3858,3.022,1276.5992896,1,2.73129935722588,0.366126106739056
"IA","Emmetsburg",3684,3.792,966.84029454,1,2.7335480454527,0.365824921813069
"OH","Newton Falls",4471,2.279,1954.9904111,1,2.73576919546633,0.36552791136664
"NC","Laurinburg",15002,12.547,1197.69276,2,5.47604357940722,0.365227188388537
"NY","Menands",3864,3.062,1263.5025718,1,2.7389050030191,0.365109413761228
"TX","Farmersville",3630,4.105,895.94152248,1,2.74731622515566,0.363991589626106
"NM","Milan",3669,4.339,845.60775484,1,2.748641461312,0.36381609390505
"IL","Rochester",3709,2.646,1574.5250481,1,2.75428143671222,0.363071103290628
"WY","Mills",3979,2.962,1343.5400632,1,2.75657530486659,0.362768975777499
"NJ","Demarest",4894,2.072,2362.342466,1,2.75731478305525,0.362671685563571
"TX","Dilley",4489,2.331,1926.4836759,1,2.75741653486783,0.362658302565061
"TN","White Bluff",3653,6.297,601.8847853,1,2.75749611375685,0.362647836568511
"WI","Stanley",3711,4.265,869.5996994,1,2.76051106136802,0.362251763448625
"GA","Metter",3942,7.498,525.736814,1,2.76150656497964,0.362121174246555
"GA","Brunswick",16256,17.019,952.97589799,2,5.529353778584,0.361705920815972
"TX","Fulshear",13914,12.033,1263.705571,2,5.53166628016904,0.361554710407961
"OH","Toronto",4923,2.086,2360.1030341,1,2.76766257453075,0.361315721505375
"LA","Jackson",3728,4.464,835.03852093,1,2.76907862084817,0.361130952538176
"IN","Dyer",15976,6.179,2558.552999,2,5.5403471022509,0.360988213028648
"UT","Wellsville",3941,7.269,542.1400411,1,2.77160763120622,0.360801431176892
"GA","Americus",15108,11.35,1336.9179433,2,5.54462832479611,0.360709480030575
"KY","Crittenden",3876,3.405,1138.3359483,1,2.77353203411605,0.360551090702909
"GA","College Park",15159,11.087,1367.2864644,2,5.54794409683403,0.360493899197959
"CA","Millbrae",22394,3.269,6887.8741243,2,5.5480527984227,0.360486836132597
"AR","Booneville",3785,3.944,959.20422417,1,2.77575718537933,0.360262059400323
"IN","Clinton",4686,2.252,2081.1827791,1,2.77600189869713,0.36023030116418
"NC","Henderson",14911,8.624,1751.7316947,2,5.55208578325146,0.360224981759691
"WI","Prescott",4295,2.599,1652.7813295,1,2.77604356381222,0.360224894535425
"NJ","Princeton",31187,17.946,1737.8452105,3,8.32829242070938,0.360217899234675
"CA","Newark",49149,13.919,3542.2600682,4,11.1052531348845,0.360189898547648
"TN","Selmer",4291,9.55,449.34061579,1,2.78251115524032,0.359387597823891
"KS","Clay Center",3983,3.191,1251.6540259,1,2.78722888886407,0.358779289349125
"TX","Bulverde",5300,15.818,335.07732201,1,2.78824464917799,0.358648585695238
"IL","Franklin Park",17627,4.772,3693.2706224,2,5.5770719875634,0.358611114301538
"MO","Rogersville",3863,3.7,1043.9951813,1,2.78911274282858,0.358536958597754
"AL","Haleyville",4142,8.383,494.45716526,1,2.7912935616151,0.358256836096229
"UT","Syracuse",31458,10.176,3095.9927763,3,8.37405749171452,0.358249271988909
"TN","Hohenwald",3813,5.268,723.8294471,1,2.79363020029815,0.357957184130267
"NY","Hempstead",55113,3.691,14958.266316,3,8.38245027336016,0.357890581174594
"NJ","Maywood",9614,1.287,7471.8710092,1,2.80127750114538,0.356979984878728
"IA","Monticello",3880,5.527,698.05061731,1,2.80405407029485,0.356626503958552
"NJ","Salem",4706,2.344,2007.3065048,1,2.80617714798776,0.356356689996237
"MN","Rockford",4515,2.526,1780.5383215,1,2.80687785280831,0.356267729641135
"AL","Millbrook",15896,14.121,1133.8062142,2,5.62358902134292,0.35564476571981
"FL","Marianna",5803,18.6,313.16549101,1,2.81295911714095,0.355497523553199
"TN","Whiteville",4456,2.636,1690.1698121,1,2.82076624698858,0.354513601071195
"MI","Grandville",15858,7.247,2188.1800273,2,5.64193220762932,0.354488484866141
"MD","Manchester",4851,2.326,2073.9799843,1,2.82559009262106,0.353908375673977
"FL","LaBelle",5221,14.487,360.47677506,1,2.83340112447151,0.352932732101785
"UT","Morgan",4273,2.966,1441.3348564,1,2.83366359770878,0.352900041066473
"TX","Whitesboro",4120,3.338,1234.4312165,1,2.83653166335408,0.352543217803373
"MD","Riverdale Park",7200,1.579,4560.3532089,1,2.83686784840474,0.352501439417536
"OH","Plain City",4586,2.477,1896.2711481,1,2.83918805819915,0.35221337209846
"IL","Tuscola",4363,2.878,1516.2317825,1,2.84253278217316,0.351798933075271
"UT","Saratoga Springs",33282,23.229,1455.7061306,3,8.53373327890157,0.351546023522562
"GA","Palmetto",4851,11.856,409.15722383,1,2.85209724800177,0.350619180569883
"CA","Huron",7281,1.6,4549.5258189,1,2.86111415167402,0.34951419167072
"IN","Bremen",4474,2.834,1578.8147032,1,2.86219806186432,0.349381831161132
"MA","Chelsea",39690,2.219,17915.867204,2,5.73460709889726,0.348759725907742
"NC","Mount Olive",4578,2.741,1666.6945547,1,2.86767250896867,0.348714853900678
"IL","Morton",16277,12.808,1273.7329809,2,5.73863591862982,0.348514878510977
"TX","Grapevine",55281,32.141,1728.969443,4,11.4937000727196,0.348016737403305
"IN","Plainfield",35287,25.749,1367.7884518,3,8.63585531215901,0.347388867872311
"NY","Great Neck",10209,1.324,7651.439758,1,2.88112297085991,0.347086885951812
"IN","Crawfordsville",16118,9.686,1666.9037157,2,5.76526889769711,0.346904894722063
"MN","Le Sueur",4057,5.202,784.60714735,1,2.88403720832858,0.346736164537746
"TX","Nederland",17371,5.932,2932.3898868,2,5.77001792856808,0.346619373589422
"KS","Baldwin City",4700,2.677,1759.1800417,1,2.88723184149217,0.346352511644227
"TX","Lavon",3724,3.043,1471.6094626,1,2.89574608568135,0.345334145471082
"NC","China Grove",4220,3.574,1192.781006,1,2.89618039268946,0.345282359663852
"OH","East Palestine",4424,3.152,1403.6955281,1,2.89677876642401,0.345211036338295
"MI","New Haven",4907,2.529,1940.4770679,1,2.89702247331401,0.345181996070629
"LA","Jeanerette",5218,2.308,2260.8592356,1,2.89818396061518,0.345043659612185
"IL","Freeburg",4242,6.836,622.00917689,1,2.89880527518835,0.34496970478123
"LA","Winnfield",4260,3.642,1169.8146348,1,2.90057442797682,0.34475929676368
"IL","Deer Park",4225,3.654,1165.2021963,1,2.90064405831122,0.344751020772334
"FL","Riviera Beach",35463,8.278,4283.7477865,3,8.71061501274584,0.34440736912494
"CA","San Bruno",42807,5.489,7819.495509,3,8.71443605937047,0.344256355725297
"AL","Springville",4304,9.618,483.85585826,1,2.90579648290573,0.344139724128244
"OH","Ada",5544,2.134,2624.8453209,1,2.90775664154566,0.343907734819388
"IL","Bensenville",18044,5.53,3294.0849706,2,5.83014327575601,0.343044742711002
"TX","Port Arthur",54280,77.087,705.65078207,3,8.75825887022703,0.342533835143678
"LA","Port Allen",4743,2.835,1673.0368309,1,2.92583812853063,0.34178240766252
"MS","Florence",4494,8.093,555.32813108,1,2.92771969410929,0.341562753433003
"IN","New Castle",17113,7.324,2327.6952521,2,5.85981001715738,0.341307993628471
"NC","Canton",4347,3.721,1168.3434956,1,2.93049316634707,0.341239492206878
"IN","Edinburgh",4590,3.105,1478.2876599,1,2.93234491542693,0.341024002578634
"TX","Groesbeck",4253,4.342,980.15211089,1,2.93277536124795,0.340973950208884
"IN","Tipton",4970,2.625,1893.0992966,1,2.9331564579385,0.340929648431652
"AR","Ashdown",4400,7.137,616.48743674,1,2.93741483260286,0.340435402211779
"OR","Veneta",5056,2.57,1967.3699022,1,2.93853716944995,0.340305377245639
"MN","Chisago City",5224,12.536,416.95880729,1,2.94121028140146,0.339996091514921
"OK","Altus",18338,18.214,998.24085762,2,5.88248137043224,0.339992576951084
"IL","Pittsfield",4254,4.782,892.34017816,1,2.94379419223012,0.339697660468048
"NY","Old Westbury",4614,8.572,537.93396436,1,2.94465290725823,0.339598598373043
"MO","Wright City",4309,5.991,719.33158188,1,2.94506708364171,0.339550839284603
"IL","Riverton",3434,3.121,1487.7944392,1,2.94779109406974,0.339237065344204
"NY","Canastota",4544,3.34,1360.6411947,1,2.94991835998517,0.338992432321085
"WV","Weirton",18266,18.055,1011.7050188,2,5.90829257264306,0.338507271840349
"IL","Sherman",4679,3.127,1493.0431965,1,2.95488889009074,0.338422200358705
"WI","Union Grove",5111,2.595,1975.3181519,1,2.95932626663851,0.337914751500481
"MS","Carthage",4782,9.293,514.6775317,1,2.96678870980437,0.337064785468305
"NJ","Cliffside Park",26133,0.956,27342.317234,1,2.96838758159703,0.336883231219417
"OH","Eastlake",18042,6.407,2821.4399009,2,5.94473651268776,0.336432068222272
"CA","Bellflower",76435,6.117,12491.206232,4,11.8996479867518,0.336144397250516
"SC","Walhalla",4472,3.885,1151.0776357,1,2.97596315045785,0.336025666126326
"WI","Clintonville",4391,4.446,987.69894831,1,2.97612837263316,0.336007011389512
"WV","New Martinsville",5118,2.673,1914.9302043,1,2.97620218211189,0.335998678453494
"OH","South Lebanon",4668,3.292,1418.1813386,1,2.97621270610649,0.335997490350147
"CA","Colton",54824,15.55,3527.5670519,4,11.9183939039822,0.335615690522153
"LA","Berwick",4419,5.901,748.88627004,1,2.98303319195227,0.335229256817468
"AL","Brent",4747,8.801,540.67601453,1,2.98334941419549,0.335193723953943
"MN","Oak Grove",8917,33.923,262.86140344,1,2.98909176017566,0.334549783089039
"TX","Mathis",4715,3.316,1421.813756,1,2.99074125658576,0.334365267405849
"OR","Sheridan",6215,2.095,2963.5022985,1,2.99327048455405,0.334082738315907
"GA","Peachtree City",36223,25.142,1474.7976831,3,8.98213499403489,0.333996316242444
"IL","Marseilles",4834,9.08,533.15781111,1,2.99723087107626,0.333641298590026
"TX","Del Rio",35760,20.439,1751.412883,3,9.00257626946125,0.333237943251497
"WI","Waterford",5562,2.442,2268.1093547,1,3.00085942981224,0.333237868480421
"KS","Russell",4423,4.857,918.3907669,1,3.00402776739652,0.332886403665524
"TX","Taylor",17383,20.504,945.6345352,2,6.0082268948633,0.332876909443931
"TN","Tiptonville",3971,2.685,1950.5033643,1,3.00414651828766,0.33287324500071
"LA","Winnsboro",4550,3.998,1138.1511441,1,3.00448932865891,0.332835264369657
"MA","Cambridge",118927,6.393,18601.347152,5,15.0245997554952,0.332787567147755
"TX","Devine",4829,3.214,1502.7162865,1,3.00643055022652,0.332620356031392
"MO","Scott City",4468,4.832,925.5166059,1,3.00727753788936,0.332526674841539
"TX","Canyon",15945,7.852,2259.5549125,2,6.01614819019037,0.332438619657192
"IA","Humboldt",4587,4.529,992.84773027,1,3.00950092176886,0.33228100804576
"IL","Eureka",5283,2.684,1968.4763409,1,3.01366403073153,0.331821991370837
"AL","Brewton",5210,11.296,464.38645651,1,3.01516653590671,0.331656639224169
"MO","North Kansas City",4571,4.373,1038.230109,1,3.01789640983177,0.331356635284823
"NC","Boiling Springs",4535,4.481,1012.1463101,1,3.01973664916304,0.331154705254567
"IL","Broadview",7618,1.777,4285.5765182,1,3.02174159028174,0.330934982400915
"TX","Atlanta",5472,12.5,437.76087891,1,3.02357110115483,0.330734739334576
"MO","Lexington",4534,5.228,867.18384503,1,3.02769290022033,0.330284488207912
"FL","South Bay",5200,2.862,1817.2227586,1,3.0344489481133,0.329549126414455
"CA","Woodside",5458,11.466,465.26471232,1,3.03519656584733,0.32946795316396
"NY","Pleasantville",7260,1.853,3973.12546,1,3.03675746492961,0.329298606012706
"MI","Birmingham",21389,4.793,4459.5382162,2,6.09000973027985,0.328406700248096
"TX","La Grange",4677,4.136,1130.8393781,1,3.04730034104629,0.328159317455611
"GA","Cornelia",4683,4.15,1126.6619686,1,3.04756954776852,0.328130329538243
"TN","Halls",2067,8.828,561.32616872,1,3.04783584817639,0.328101659608187
"WI","Dodgeville",4695,4.062,1155.7903186,1,3.04835036809912,0.328046280527648
"OH","Uhrichsville",5314,2.813,1888.8987412,1,3.04886189778236,0.327991241822847
"GA","Thomasville",18518,15.013,1233.6477385,2,6.10637349492203,0.327526641084626
"NC","Edenton",4614,5.375,859.22680776,1,3.05334932927474,0.327509201260482
"IA","Shenandoah",4820,3.733,1286.4652956,1,3.05505295130875,0.327326568782257
"MN","Elko New Market",4774,3.483,1406.1696167,1,3.05597137324655,0.327228196165214
"MI","Cheboygan",4686,6.863,689.53642923,1,3.05785160540199,0.327026987913149
"VA","Rocky Mount",4724,6.829,693.02346291,1,3.05910792746613,0.326892683655102
"NC","Beaufort",4452,5.066,918.1797821,1,3.06351400000567,0.326422533077423
"CO","Carbondale",6898,2.022,3411.5465773,1,3.064766873524,0.326289091884551
"MN","La Crescent",5029,3.326,1507.4196768,1,3.06620501714964,0.326136052353605
"MO","Crystal City",4700,4.515,1040.925644,1,3.06859951180391,0.325881561328979
"AL","Albertville",21711,26.939,810.73139606,2,6.13832831253049,0.325821607801149
"IL","Dolton",22348,4.571,4889.4480924,2,6.13886004758211,0.325793385823763
"OH","New Carlisle",5568,2.684,2074.659139,1,3.07253347515645,0.325464314086628
"CA","Hughson",7565,1.906,3893.2151336,1,3.07531130792524,0.325170332324714
"TX","Sinton",5354,2.962,1807.6040352,1,3.08768949670215,0.323866762207813
"KY","Prospect",4905,3.83,1279.9387369,1,3.08917912955314,0.323710590439168
"LA","Springhill",4772,6.213,768.25307786,1,3.08950937287451,0.323675988420644
"FL","Groveland",16423,19.671,1019.7708647,2,6.18941988228983,0.323132060521976
"TX","Temple",78439,71.17,1112.9732966,4,12.3915879883581,0.322799628567219
"OK","McAlester",17814,17.85,1099.8382219,2,6.19810730433905,0.322679150552924
"AR","Crossett",4794,5.792,827.62399307,1,3.10362175439371,0.322204211445654
"UT","Hyde Park",4797,4.406,1100.8027168,1,3.10777704675118,0.321773404255425
"CA","Calexico",39825,8.619,4620.347865,3,9.3258967751365,0.321684881608192
"OH","Twinsburg",18856,13.759,1370.4730042,2,6.22237679072874,0.321420586901773
"MS","Saltillo",5062,8.187,618.30936561,1,3.11269611206704,0.321264898337902
"TX","Universal City",20890,5.57,3750.6152655,2,6.22812242403047,0.32112406658598
"VA","Orange",5096,3.361,1547.4268033,1,3.11605841493715,0.320918245693468
"PA","Duryea",4852,5.525,874.61447988,1,3.1181051025691,0.320707598719514
"NJ","Mendham",4847,5.931,817.2952793,1,3.11822968174508,0.320694785844115
"MO","Creve Coeur",18622,10.275,1812.4060474,2,6.24255064672898,0.320381862027499
"AL","Bessemer",26472,40.329,652.98474079,2,6.25033697766018,0.319982747673982
"MS","Clarksdale",14894,18.787,1072.4827719,2,6.25399111992544,0.319795785067224
"IL","Lake Barrington",4868,5.736,848.72520414,1,3.12731014670767,0.319763615723489
"NC","Kinston",20041,18.432,1089.9412954,2,6.26053344349471,0.319461595094295
"TN","Smithville",4886,5.854,834.67120665,1,3.13134100103332,0.319351996371525
"OH","West Jefferson",4431,9.887,545.13208792,1,3.1368841372648,0.318787674724878
"OH","Martins Ferry",6517,2.328,2798.8365197,1,3.13770585011039,0.318704189548175
"TX","Schertz",42042,32.076,1313.7888809,3,9.4133189062796,0.318697372294346
"VA","Bridgewater",6145,2.519,2438.9968307,1,3.13782061055013,0.318692533485742
"GA","Glennville",5020,7.049,710.00990714,1,3.13912459965255,0.318560148937919
"AL","Greenville",7395,21.354,346.29823399,1,3.14075313166035,0.318394970276238
"OH","Maple Heights",22078,5.169,4269.5130705,2,6.28986191795899,0.317972004169049
"AR","White Hall",4963,7.064,711.62253549,1,3.1456161495802,0.317902742244458
"GA","Folkston",5037,4.191,1201.7342232,1,3.14903534615151,0.317557566072454
"KS","Concordia",4987,4.504,1108.3349106,1,3.15121245899276,0.317338171580991
"OH","Canal Fulton",5408,3.268,1654.7756764,1,3.15166671674341,0.317292432822114
"WI","Richland Center",4951,4.687,1064.3464132,1,3.15614977535614,0.316841744269617
"GA","Cochran",4993,4.708,1060.1850862,1,3.15750350263339,0.316705903624807
"NY","Albion",5735,2.92,1964.3153657,1,3.16127376543749,0.316328187369628
"MN","Redwood Falls",4963,5.281,942.66425872,1,3.1621371557357,0.316241817084415
"WY","Worland",5024,4.588,1095.2743057,1,3.16342951533767,0.316112622440793
"SC","Abbeville",5014,6.215,806.70744819,1,3.16452999151549,0.316002693190183
"IL","Spring Valley",5125,7.356,696.78454784,1,3.16669503949479,0.315786644286258
"TN","Madisonville",5002,6.005,837.37744062,1,3.17273774801885,0.315185205781483
"MI","Frankenmuth",5529,3.109,1814.3028267,1,3.17789179726927,0.314674024099653
"TX","Midlothian",33532,63.5,528.77603367,2,6.35834409009939,0.314547305345461
"TX","Alamo",19910,7.511,2650.6380875,2,6.36127285110572,0.314402486233924
"GA","Eastman",5067,6.466,786.34383538,1,3.18091011218463,0.314375434932742
"GA","Nashville",4851,4.856,1042.8649952,1,3.18177242334006,0.314290234167738
"IL","Clarendon Hills",8752,1.81,4873.0705512,1,3.18535902098676,0.313936354869731
"IA","Red Oak",5276,3.926,1337.1759975,1,3.18723372796948,0.313751699859514
"IA","Spirit Lake",5155,4.478,1147.1591251,1,3.19031935679241,0.313448243941764
"MD","Fruitland",5309,3.855,1377.2985491,1,3.19648031382414,0.312844097826976
"IL","Melrose Park",24703,4.353,5828.2804845,2,6.40391992560232,0.312308714542818
"IA","Sheldon",5082,4.745,1090.5745732,1,3.21014121825024,0.31151277529936
"NJ","Bound Brook",10180,1.661,6127.7413555,1,3.21075053699421,0.31145365810206
"OK","Kingfisher",4908,4.324,1213.5203735,1,3.21290592132721,0.311244718795536
"NY","Medina",5656,3.299,1714.5723864,1,3.21318652541809,0.311217538132145
"OH","Trotwood",24403,30.487,800.44156062,2,6.43079856953367,0.311003365814493
"CO","Timnath",4998,6.565,793.41348709,1,3.2167798245599,0.310869893041814
"GA","Adel",5336,9.023,611.51683794,1,3.2203875051811,0.310521637036275
"KS","Iola",5266,4.465,1177.2746909,1,3.22230346499494,0.310337002974228
"RI","Central Falls",19568,1.194,16371.217391,1,3.22350592633023,0.310221238258569
"MS","Booneville",8497,25.753,329.94803901,1,3.23017516785981,0.309580734181225
"OH","Cleveland Heights",43992,8.065,5431.3950704,3,9.6925472687475,0.309516158840221
"AZ","Bisbee",5225,5.176,1009.3918425,1,3.23291268587775,0.309318591983098
"WI","Rothschild",5267,6.529,806.84846028,1,3.23568458095245,0.309053609825479
"NC","Wadesboro",5275,6.596,800.32567338,1,3.23748281946648,0.308881948032945
"VA","Emporia",5346,6.904,774.34264693,1,3.24995368634462,0.307696692479562
"CA","Soledad",25999,4.46,5802.1007208,2,6.50587429973964,0.307414485410522
"MO","Wildwood",35432,66.641,531.69479132,2,6.50846431153804,0.307292151307406
"TX","Rockdale",5503,4.014,1373.5063749,1,3.26131690585238,0.306624602535717
"FL","Neptune Beach",7259,2.337,3105.9998824,1,3.26152685373729,0.306604864790283
"TN","McKenzie",5315,6.368,840.9820998,1,3.26544595747871,0.306236885565276
"NJ","Camden",73562,8.921,8248.2697982,4,13.0633736409027,0.30619961657344
"ND","New Town",2592,2.888,2176.9778442,1,3.26594624973506,0.306189974829232
"NJ","Woodcliff Lake",5839,3.376,1729.5140384,1,3.26610710091234,0.30617489540397
"MO","Caruthersville",5348,5.158,1036.890012,1,3.26779175131466,0.306017052524137
"IN","North Manchester",5747,3.546,1626.0488621,1,3.27350844432289,0.305482639500826
"KS","Prairie Village",22295,6.211,3589.8761468,2,6.55729278621469,0.305003919331553
"MO","Macon",5341,6.062,890.34066777,1,3.28254715142815,0.304641473181864
"NY","Irvington",6473,2.79,2334.0459601,1,3.28436556551184,0.304472806103165
"WA","Connell",5545,7.687,721.28910279,1,3.28535366053556,0.304381233598147
